virus_id	length	topology	n_genes	virus_score	n_hallmarks	marker_enrichment	taxonomy	completeness	checkv_quality	PhaTYP	class	vcontact_family	phagcn_family	anti_CRISPR_id	tRNA_num	Host_Phylum	CRISPR
AAB-S04R4_NODE_2447_length_36475_cov_5.415678	36475	No terminal repeats	70	0.9878	4	24.477	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	86.76	Medium-quality	temperate	c__Caudoviricetes	NA	Zobellviridae	NA	NA	p__Actinobacteriota	No
AAB-S04R4_NODE_2775_length_33706_cov_5.024071	33706	No terminal repeats	34	0.9878	10	26.6292	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	53.49	Medium-quality	virulent	c__Caudoviricetes	NA	Chaseviridae	NA	NA	p__Proteobacteria	No
AAB-S04R4_NODE_136_length_173422_cov_5.514025	173422	No terminal repeats	202	0.9878	5	68.5203	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	100	High-quality	virulent	c__Caudoviricetes	NA	Mesyanzhinovviridae	NA	32	p__Proteobacteria	No
AAB-S04R4_NODE_4817_length_23552_cov_3.489892	23552	No terminal repeats	27	0.9873	12	28.7371	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	50.49	Medium-quality	temperate	c__Caudoviricetes	NA	NA	NA	NA		No
AAB-S04R4_NODE_974_length_63460_cov_6.133128	63460	DTR	101	0.9872	6	31.768	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	58.4	Medium-quality	virulent	c__Caudoviricetes	NA	Chaseviridae	NA	NA	p__Firmicutes	No
AAB-S04R4_NODE_1999_length_41364_cov_6.180469	41364	DTR	57	0.9872	4	16.5837	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	62.51	Medium-quality	temperate	c__Caudoviricetes	NA	Peduoviridae	NA	NA	p__Chlorobi	No
AAB-S04R4_NODE_2111_length_40057_cov_9.123994	40057	DTR	65	0.987	5	35.5992	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	100	Complete	virulent	c__Caudoviricetes	NA	Casjensviridae	NA	NA	p__Actinobacteriota	No
AAB-S04R4_NODE_3755_length_27823_cov_3.709738	27823	No terminal repeats	38	0.987	4	18.2297	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	55.81	Medium-quality	virulent	c__Caudoviricetes	NA	NA	NA	NA	p__Actinobacteriota	No
AAB-S04R4_NODE_3655_length_28336_cov_3.520491	28336	No terminal repeats	41	0.987	3	11.8344	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	53.91	Medium-quality	virulent	c__Caudoviricetes	NA	Chaseviridae	NA	2	p__Actinobacteriota	No
AAB-S04R4_NODE_1266_length_54240_cov_6.179662	54240	No terminal repeats	79	0.9868	7	20.1746	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	84.6	Medium-quality	virulent	c__Caudoviricetes	NA	NA	NA	NA	p__Chlorobi	No
AAB-S04R4_NODE_2267_length_38185_cov_8.348544	38185	DTR	66	0.9868	2	21.7471	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	100	Complete	temperate	c__Caudoviricetes	NA	NA	anti_CRISPR0957	NA	p__Firmicutes	No
AAB-S04R4_NODE_2207_length_38874_cov_74.163580	38874	No terminal repeats	29	0.9868	4	16.9801	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	52.14	Medium-quality	temperate	c__Caudoviricetes	NA	Chaseviridae	NA	NA	p__Proteobacteria	No
AAB-S04R4_NODE_2078_length_40426_cov_65.450150	40426	DTR	60	0.9867	4	33.3613	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	78.74	Medium-quality	virulent	c__Caudoviricetes	NA	NA	NA	NA	p__Proteobacteria	No
AAB-S04R4_NODE_2253_length_38300_cov_14.216237	38300	No terminal repeats	58	0.9866	5	28.4264	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	87.49	Medium-quality	virulent	c__Caudoviricetes	NA	Chaseviridae	NA	NA	p__Proteobacteria	No
AAB-S04R4_NODE_1341_length_52336_cov_13.469827	52336	DTR	65	0.9865	2	13.5415	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	67.61	Medium-quality	virulent	c__Caudoviricetes	NA	NA	NA	NA		No
AAB-S04R4_NODE_1267_length_54167_cov_16.009628	54167	DTR	74	0.9865	5	25.7392	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	100	Complete	virulent	c__Caudoviricetes	NA	Chaseviridae	NA	NA	p__Bacteroidota	No
AAB-S04R4_NODE_1775_length_44628_cov_4.590694	44628	No terminal repeats	63	0.9863	3	19.7448	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	53.43	Medium-quality	temperate	c__Caudoviricetes	NA	Chaseviridae	NA	NA	p__Proteobacteria	No
AAB-S04R4_NODE_3832_length_27482_cov_13.801145	27482	No terminal repeats	34	0.9858	0	11.1462	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	57.63	Medium-quality	virulent	c__Caudoviricetes	NA	Chaseviridae	NA	NA	p__Firmicutes	Yes
AAB-S04R4_NODE_466_length_94012_cov_14.907969	94012	No terminal repeats	106	0.9855	5	24.8498	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	70.06	Medium-quality	virulent	c__Caudoviricetes	NA	Mesyanzhinovviridae	NA	NA	p__Proteobacteria	No
AAB-S04R4_NODE_912_length_65604_cov_14.192726	65604	No terminal repeats	114	0.9855	3	25.7247	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	73.97	Medium-quality	virulent	c__Caudoviricetes	NA	NA	NA	NA	p__Firmicutes	Yes
AAB-S04R4_NODE_1782_length_44580_cov_4.837821	44580	No terminal repeats	57	0.9854	5	18.299	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	90.74	High-quality	virulent	c__Caudoviricetes	NA	NA	NA	NA	p__Firmicutes	No
AAB-S04R4_NODE_768_length_71824_cov_10.027895	71824	No terminal repeats	114	0.9852	2	29.7425	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	85.19	Medium-quality	virulent	c__Caudoviricetes	NA	Vilmaviridae	anti_CRISPR0778	21	p__Proteobacteria	No
AAB-S04R4_NODE_1034_length_61456_cov_17.056432	61456	No terminal repeats	96	0.985	6	19.3891	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	77.23	Medium-quality	virulent	c__Caudoviricetes	NA	Chaseviridae	NA	NA	p__Bacteroidota	No
AAB-S04R4_NODE_1082_length_59819_cov_37.889198	59819	DTR	81	0.9849	3	14.7033	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	100	Complete	temperate	c__Caudoviricetes	NA	Chaseviridae	NA	NA	p__Proteobacteria	Yes
AAB-S04R4_NODE_1528_length_48540_cov_6.045375	48540	DTR	64	0.9847	3	11.2389	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	100	Complete	temperate	c__Caudoviricetes	NA	NA	NA	NA		No
AAB-S04R4_NODE_431_length_97831_cov_14.744119	97831	No terminal repeats	150	0.9828	8	30.1521	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	79.01	Medium-quality	virulent	c__Caudoviricetes	NA	Ackermannviridae	NA	2	p__Firmicutes	No
AAB-S04R4_NODE_962_length_63761_cov_46.244121	63761	No terminal repeats	96	0.9815	8	36.9152	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	100	High-quality	virulent	c__Caudoviricetes	NA	Ackermannviridae	NA	NA	p__Actinobacteriota	No
AAB-S04R4_NODE_971_length_63483_cov_5.877121	63483	DTR	89	0.9812	4	15.8491	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	71.61	Medium-quality	virulent	c__Caudoviricetes	NA	NA	NA	NA	p__Firmicutes	Yes
AAB-S04R4_NODE_1786_length_44554_cov_66.205128	44554	DTR	51	0.9806	6	27.5347	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	100	Complete	virulent	c__Caudoviricetes	NA	NA	NA	NA	p__Proteobacteria	No
AAB-S04R4_NODE_1946_length_42052_cov_5.329809	42052	No terminal repeats	67	0.9792	2	11.5814	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	71.05	Medium-quality	temperate	c__Caudoviricetes	NA	Peduoviridae	NA	NA	p__Proteobacteria	Yes
AAB-S04R4_NODE_1746_length_44911_cov_3.857410	44911	No terminal repeats	61	0.9787	1	11.8703	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	71.8	Medium-quality	virulent	c__Caudoviricetes	NA	NA	NA	NA	p__Actinobacteriota	No
AAB-S04R4_NODE_4262_length_25526_cov_29.903145	25526	No terminal repeats	26	0.9764	3	18.3485	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	80.59	Medium-quality	virulent	c__Caudoviricetes	NA	NA	NA	NA	p__Proteobacteria	No
AAB-S04R4_NODE_1049_length_60935_cov_16.808936	60935	No terminal repeats	64	0.9764	4	21.9381	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	62.88	Medium-quality	virulent	c__Caudoviricetes	NA	Guelinviridae	NA	NA	p__Firmicutes	No
AAB-S04R4_NODE_19_length_438046_cov_26.131795	438046	DTR	667	0.9757	10	115.584	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	100	Complete	virulent	c__Caudoviricetes	NA	Herelleviridae	NA	12	p__Firmicutes	No
AAB-S04R4_NODE_137_length_173413_cov_8.534432	173413	No terminal repeats	286	0.9756	6	57.1469	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	75.44	Medium-quality	virulent	c__Caudoviricetes	NA	Ackermannviridae	NA	9	p__Proteobacteria	Yes
AAB-S04R4_NODE_1910_length_42578_cov_3.892035	42578	DTR	65	0.9753	4	21.1147	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	100	Complete	virulent	c__Caudoviricetes	NA	Zobellviridae	NA	NA	p__Proteobacteria	No
AAB-S04R4_NODE_251_length_126982_cov_16.096000	126982	No terminal repeats	186	0.9726	3	21.3824	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	93.7	High-quality	virulent	c__Caudoviricetes	NA	Chaseviridae	NA	NA	p__Actinobacteriota	Yes
AAB-S04R4_NODE_2460_length_36365_cov_6.631892	36365	No terminal repeats	56	0.9714	0	8.8027	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	65.97	Medium-quality	temperate	c__Caudoviricetes	NA	Chaseviridae	NA	NA	p__Proteobacteria	No
AAB-S04R4_NODE_2329_length_37607_cov_38.978883	37607	No terminal repeats	67	0.9707	7	18.6562	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	54.68	Medium-quality	temperate	c__Caudoviricetes	NA	Chaseviridae	NA	NA	p__Proteobacteria	No
AAB-S04R4_NODE_1226_length_55364_cov_10.965250	55364	No terminal repeats	97	0.9704	1	12.3142	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	66.45	Medium-quality	virulent	c__Caudoviricetes	NA	Chaseviridae	NA	NA	p__Actinobacteriota	No
AAB-S04R4_NODE_440_length_96763_cov_8.049055	96763	No terminal repeats	138	0.9703	1	23.022	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	88.28	Medium-quality	virulent	c__Caudoviricetes	NA	Chaseviridae	NA	NA	p__Proteobacteria	Yes
AAB-S04R4_NODE_1149_length_56994_cov_4.056306	56994	No terminal repeats	77	0.9683	0	12.7311	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	80.75	Medium-quality	virulent	c__Caudoviricetes	NA	Zierdtviridae	NA	8	p__Chloroflexota	No
AAB-S04R4_NODE_191_length_146925_cov_4.690842	146925	No terminal repeats	185	0.9641	2	37.9846	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	79.02	Medium-quality	virulent	c__Caudoviricetes	NA	Mesyanzhinovviridae	NA	20	p__Actinobacteriota	No
AAB-S04R4_NODE_328_length_110897_cov_4.973223	110897	No terminal repeats	137	0.9623	1	13.8292	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	63.18	Medium-quality	virulent	c__Caudoviricetes	NA	Chaseviridae	anti_CRISPR0944	NA	p__Bacteroidota	No
AAB-S04R4_NODE_521_length_89091_cov_5.322173	89091	No terminal repeats	135	0.9611	5	27.6906	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	98.97	High-quality	virulent	c__Caudoviricetes	NA	Chaseviridae	NA	NA	p__Fibrobacterota	No
AAB-S04R4_NODE_1511_length_48776_cov_4.483323	48776	No terminal repeats	98	0.9597	1	26.6021	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	60.98	Medium-quality	virulent	c__Caudoviricetes	NA	Casjensviridae	NA	1	p__Actinobacteriota	No
AAB-S04R4_NODE_1255_length_54663_cov_8.472165	54663	No terminal repeats	68	0.9594	4	7.6059	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	62.56	Medium-quality	temperate	c__Caudoviricetes	NA	NA	NA	NA	p__Actinobacteriota	No
AAB-S04R4_NODE_459_length_94614_cov_11.428695	94614	DTR	146	0.9544	5	35.6129	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	78.27	Medium-quality	virulent	c__Caudoviricetes	NA	Chaseviridae	NA	2	p__Proteobacteria	No
AAB-S04R4_NODE_234_length_131797_cov_5.474723	131797	DTR	175	0.9509	3	13.7371	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	100	Complete	virulent	c__Caudoviricetes	NA	Chaseviridae	NA	1	p__Bacteroidota	No
AAB-S04R4_NODE_2268_length_38184_cov_8.744263	38184	DTR	56	0.9495	4	23.2918	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	100	Complete	temperate	c__Caudoviricetes	Podoviridae	NA	NA	1	p__Firmicutes	No
AAB-S04R4_NODE_1543_length_48317_cov_39.639654	48317	No terminal repeats	70	0.9478	3	28.2608	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	63.52	Medium-quality	virulent	c__Caudoviricetes	NA	Mesyanzhinovviridae	NA	NA	p__Actinobacteriota	No
AAB-S04R4_NODE_1706_length_45504_cov_4.241017	45504	No terminal repeats	51	0.9439	1	3.795	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	56.41	Medium-quality	temperate	c__Caudoviricetes	NA	NA	NA	NA	p__Proteobacteria	No
AAB-S04R4_NODE_904_length_66043_cov_7.126099	66043	No terminal repeats	112	0.942	4	20.1513	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	76.73	Medium-quality	virulent	c__Caudoviricetes	NA	Mesyanzhinovviridae	NA	NA		No
AAB-S04R4_NODE_819_length_69382_cov_31.262466	69382	DTR	105	0.9369	6	24.1792	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	100	Complete	temperate	c__Caudoviricetes	NA	NA	NA	NA	p__Firmicutes	No
AAB-S04R4_NODE_1265_length_54277_cov_10.362897	54277	No terminal repeats	65	0.9275	0	7.0198	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	51.15	Medium-quality	temperate	c__Caudoviricetes	NA	Chaseviridae	NA	NA	p__Firmicutes	No
AAB-S04R4_NODE_592_length_83995_cov_9.078461	83995	DTR	131	0.9205	3	20.8538	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	100	Complete	virulent	c__Caudoviricetes	NA	Kyanoviridae	NA	NA	p__Proteobacteria	No
AAB-S04R4_NODE_938_length_64776_cov_5.784413	64776	No terminal repeats	80	0.9046	5	23.5609	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	100	High-quality	virulent	c__Caudoviricetes	NA	Mesyanzhinovviridae	NA	NA	p__Firmicutes	No
AAB-S04R5_NODE_100_length_35179_cov_18.639591	35179	No terminal repeats	59	0.9949	3	29.9944	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	61.96	Medium-quality	virulent	c__Caudoviricetes	NA	NA	NA	NA	p__Crenarchaeota	No
AAB-S04R5_NODE_175_length_26958_cov_26.307215	26958	No terminal repeats	43	0.9933	3	21.249	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	72.94	Medium-quality	temperate	c__Caudoviricetes	NA	NA	NA	4	p__Proteobacteria	No
AAB-S04R5_NODE_59_length_47311_cov_11.454884	47311	No terminal repeats	60	0.9905	2	25.8337	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	89.53	Medium-quality	temperate	c__Caudoviricetes	NA	NA	NA	1	p__Crenarchaeota	No
AAB-S04R5_NODE_57_length_49022_cov_20.321604	49022	DTR	69	0.9897	3	28.1036	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	100	Complete	virulent	c__Caudoviricetes	NA	Mesyanzhinovviridae	NA	NA	p__Crenarchaeota	No
AAB-S04R5_NODE_10_length_105704_cov_14.001439	105704	No terminal repeats	218	0.9852	1	26.6642	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	92.49	High-quality	virulent	c__Caudoviricetes	NA	Chaseviridae	NA	3	p__Actinobacteriota	No
AAB-S04R5_NODE_170_length_27498_cov_8.721313	27498	No terminal repeats	46	0.9849	5	25.748	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	74.08	Medium-quality	temperate	c__Caudoviricetes	Podoviridae	NA	NA	1	p__Crenarchaeota	No
AAB-S04R5_NODE_40_length_55413_cov_15.745674	55413	DTR	97	0.9841	2	16.7066	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	70.13	Medium-quality	virulent	c__Caudoviricetes	NA	Chaseviridae	NA	NA	p__Proteobacteria	No
AAB-S04R5_NODE_34_length_58621_cov_13.237066	58621	ITR	107	0.9814	6	22.3279	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	100	Complete	virulent	c__Caudoviricetes	NA	Mesyanzhinovviridae	NA	NA	p__Crenarchaeota	No
AAB-S04R5_NODE_8_length_131513_cov_12.385834	131513	No terminal repeats	201	0.9682	3	47.7899	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	66.91	Medium-quality	virulent	c__Caudoviricetes	NA	Chaseviridae	NA	2	p__Chloroflexota	No
AAB-S04R5_NODE_72_length_40892_cov_18.649754	40892	No terminal repeats	57	0.9564	4	9.853	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	58.55	Medium-quality	virulent	c__Caudoviricetes	NA	NA	NA	NA	p__Actinobacteriota	No
AAB-S05R1_NODE_4483_length_28729_cov_3.241020	28729	No terminal repeats	35	0.9967	7	45.094	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	63.33	Medium-quality	virulent	c__Caudoviricetes	Myoviridae	Chaseviridae	NA	NA	p__Firmicutes	No
AAB-S05R1_NODE_296_length_106455_cov_16.388036	106455	DTR	143	0.9962	20	93.8666	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	100	Complete	virulent	c__Caudoviricetes	NA	Chaseviridae	NA	NA	p__Proteobacteria	No
AAB-S05R1_NODE_4667_length_28071_cov_3.489363	28071	No terminal repeats	43	0.9953	2	35.0639	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	53.01	Medium-quality	virulent	c__Caudoviricetes	NA	Chaseviridae	NA	1	p__Actinobacteriota	No
AAB-S05R1_NODE_1954_length_44644_cov_4.592792	44644	No terminal repeats	72	0.9942	16	53.4831	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	65.71	Medium-quality	temperate	c__Caudoviricetes	NA	Peduoviridae	NA	NA	p__Proteobacteria	No
AAB-S05R1_NODE_1663_length_48585_cov_4.291119	48585	No terminal repeats	78	0.9936	6	34.1443	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	97.46	High-quality	virulent	c__Caudoviricetes	NA	NA	NA	NA	p__Euryarchaeota	No
AAB-S05R1_NODE_1140_length_58563_cov_18.119813	58563	No terminal repeats	74	0.9933	5	26.8704	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	60.9	Medium-quality	virulent	c__Caudoviricetes	NA	NA	NA	NA	p__Proteobacteria	No
AAB-S05R1_NODE_2751_length_37447_cov_5.640565	37447	No terminal repeats	60	0.9932	6	41.2123	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	100	High-quality	temperate	c__Caudoviricetes	NA	NA	NA	NA	p__Actinobacteriota	No
AAB-S05R1_NODE_2771_length_37271_cov_4.192740	37271	No terminal repeats	57	0.993	4	23.6325	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	95.67	High-quality	virulent	c__Caudoviricetes	NA	Chaseviridae	NA	1	p__Firmicutes	No
AAB-S05R1_NODE_550_length_79370_cov_17.641152	79370	DTR	122	0.9925	8	48.8847	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	100	Complete	virulent	c__Caudoviricetes	NA	Chaseviridae	NA	1	p__Proteobacteria	Yes
AAB-S05R1_NODE_263_length_112356_cov_28.908166	112356	No terminal repeats	151	0.9923	20	85.4192	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	89.41	Medium-quality	virulent	c__Caudoviricetes	NA	NA	NA	NA		No
AAB-S05R1_NODE_288_length_108069_cov_80.795527	108069	DTR	135	0.9913	4	39.5325	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	62.14	Medium-quality	virulent	c__Caudoviricetes	NA	Chaseviridae	NA	6	p__Cyanobacteria	No
AAB-S05R1_NODE_723_length_71580_cov_8.558238	71580	DTR	77	0.9906	2	40.3322	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	100	Complete	virulent	c__Caudoviricetes	NA	Chaseviridae	NA	NA	p__Proteobacteria	No
AAB-S05R1_NODE_1915_length_45006_cov_14.949968	45006	No terminal repeats	77	0.9901	7	22.5426	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	50.05	Medium-quality	virulent	c__Caudoviricetes	NA	Chaseviridae	NA	NA	p__Proteobacteria	No
AAB-S05R1_NODE_307_length_104339_cov_4.440259	104339	No terminal repeats	145	0.9901	2	39.3849	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	100	High-quality	virulent	c__Caudoviricetes	NA	Zobellviridae	NA	3	p__Proteobacteria	No
AAB-S05R1_NODE_2150_length_42581_cov_3.837276	42581	No terminal repeats	74	0.9901	6	35.3732	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	100	High-quality	virulent	c__Caudoviricetes	NA	NA	NA	1		No
AAB-S05R1_NODE_5795_length_24736_cov_3.616669	24736	No terminal repeats	29	0.9891	8	18.4769	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	51.1	Medium-quality	temperate	c__Caudoviricetes	NA	NA	NA	NA	p__Proteobacteria	No
AAB-S05R1_NODE_1748_length_47266_cov_3.514859	47266	No terminal repeats	52	0.9857	3	17.2535	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	71.79	Medium-quality	virulent	c__Caudoviricetes	NA	NA	NA	NA	p__Firmicutes	No
AAB-S05R1_NODE_6174_length_23763_cov_3.756875	23763	No terminal repeats	25	0.9855	3	8.6541	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	53.86	Medium-quality	temperate	c__Caudoviricetes	NA	NA	NA	NA	p__Proteobacteria	No
AAB-S05R1_NODE_2940_length_36102_cov_3.229173	36102	No terminal repeats	40	0.9851	3	13.5797	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	84.78	Medium-quality	temperate	c__Caudoviricetes	NA	NA	NA	NA	p__Actinobacteriota	No
AAB-S05R1_NODE_2211_length_41917_cov_35.512278	41917	No terminal repeats	61	0.9846	4	15.9577	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	91.86	High-quality	temperate	c__Caudoviricetes	NA	Mesyanzhinovviridae	NA	NA	p__Firmicutes	No
AAB-S05R1_NODE_1597_length_49590_cov_8.425194	49590	No terminal repeats	67	0.9844	8	43.8417	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	80.54	Medium-quality	virulent	c__Caudoviricetes	NA	Casjensviridae	NA	NA	p__Firmicutes	No
AAB-S05R1_NODE_647_length_74661_cov_4.081374	74661	No terminal repeats	136	0.9838	12	25.3646	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	78.1	Medium-quality	virulent	c__Caudoviricetes	NA	Chaseviridae	NA	1	p__Actinobacteriota	No
AAB-S05R1_NODE_2994_length_35748_cov_8.590144	35748	No terminal repeats	47	0.9809	3	10.2947	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	75.17	Medium-quality	virulent	c__Caudoviricetes	NA	NA	NA	NA	p__Actinobacteriota	No
AAB-S05R1_NODE_1271_length_55352_cov_9.863736	55352	DTR	80	0.9801	4	22.5238	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	66.37	Medium-quality	virulent	c__Caudoviricetes	NA	Chaseviridae	NA	NA	p__Bacteroidota	No
AAB-S05R1_NODE_3440_length_33172_cov_6.043603	33172	No terminal repeats	49	0.9797	6	17.175	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	85.96	Medium-quality	virulent	c__Caudoviricetes	Podoviridae	NA	NA	NA	p__Synergistetes	No
AAB-S05R1_NODE_4170_length_29902_cov_6.016451	29902	No terminal repeats	32	0.9777	8	21.8095	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	53.8	Medium-quality	virulent	c__Caudoviricetes	NA	NA	NA	NA	p__Proteobacteria	No
