ARO Accession	CVTERM ID	Drug_Class	ARO Name	Protein Accession	DNA Accession	AMR Gene Family	Drug Class	Resistance Mechanism	CARD Short Name	length
ARO:3002740	39174	Fluoroquinolone	QnrB25	ADN94685.1	HQ172108.1	quinolone resistance protein (qnr)	fluoroquinolone antibiotic	antibiotic target protection	QnrB25	645
ARO:3002741	39175	Fluoroquinolone	QnrB26	AEH59666.1	HQ386846.1	quinolone resistance protein (qnr)	fluoroquinolone antibiotic	antibiotic target protection	QnrB26	681
ARO:3002742	39176	Fluoroquinolone	QnrB27	ADM52186.1	HM439641.1	quinolone resistance protein (qnr)	fluoroquinolone antibiotic	antibiotic target protection	QnrB27	645
ARO:3002744	39178	Fluoroquinolone	QnrB29	ADM52193.1	HM439649.1	quinolone resistance protein (qnr)	fluoroquinolone antibiotic	antibiotic target protection	QnrB29	681
ARO:3002745	39179	Fluoroquinolone	QnrB30	ADM52194.1	HM439650.1	quinolone resistance protein (qnr)	fluoroquinolone antibiotic	antibiotic target protection	QnrB30	681
ARO:3002746	39180	Fluoroquinolone	QnrB31	ADQ43424.1	HQ418999.2	quinolone resistance protein (qnr)	fluoroquinolone antibiotic	antibiotic target protection	QnrB31	681
ARO:3002749	39183	Fluoroquinolone	QnrB34	AEL00452.1	JN173056.1	quinolone resistance protein (qnr)	fluoroquinolone antibiotic	antibiotic target protection	QnrB34	648
ARO:3002750	39184	Fluoroquinolone	QnrB35	AEL00456.1	JN173057.1	quinolone resistance protein (qnr)	fluoroquinolone antibiotic	antibiotic target protection	QnrB35	645
ARO:3002751	39185	Fluoroquinolone	QnrB36	AEL00458.1	JN173058.1	quinolone resistance protein (qnr)	fluoroquinolone antibiotic	antibiotic target protection	QnrB36	645
ARO:3002755	39189	Fluoroquinolone	QnrB40	WP_063866081.1	NG_050503.1	quinolone resistance protein (qnr)	fluoroquinolone antibiotic	antibiotic target protection	QnrB40	645
ARO:3002757	39191	Fluoroquinolone	QnrB42	AEQ94272.1	JN680743.1	quinolone resistance protein (qnr)	fluoroquinolone antibiotic	antibiotic target protection	QnrB42	645
ARO:3002759	39193	Fluoroquinolone	QnrB44	WP_063866105.1	NG_050507.1	quinolone resistance protein (qnr)	fluoroquinolone antibiotic	antibiotic target protection	QnrB44	645
ARO:3002761	39195	Fluoroquinolone	QnrB46	ADW54092.1	HQ704413.2	quinolone resistance protein (qnr)	fluoroquinolone antibiotic	antibiotic target protection	QnrB46	681
ARO:3002763	39197	Fluoroquinolone	QnrB48	AFH88686.1	JQ762640.1	quinolone resistance protein (qnr)	fluoroquinolone antibiotic	antibiotic target protection	QnrB48	645
ARO:3002768	39202	Fluoroquinolone	QnrB55	AHE41343.1	KF730650.1	quinolone resistance protein (qnr)	fluoroquinolone antibiotic	antibiotic target protection	QnrB55	645
ARO:3002770	39204	Fluoroquinolone	QnrB57	AFR46588.1	JX259318.1	quinolone resistance protein (qnr)	fluoroquinolone antibiotic	antibiotic target protection	QnrB57	681
ARO:3002773	39207	Fluoroquinolone	QnrB60	BAN04743.1	AB734055.1	quinolone resistance protein (qnr)	fluoroquinolone antibiotic	antibiotic target protection	QnrB60	645
ARO:3002777	39211	Fluoroquinolone	QnrB65	AGL43626.1	KC580654.1	quinolone resistance protein (qnr)	fluoroquinolone antibiotic	antibiotic target protection	QnrB65	645
ARO:3002780	39214	Fluoroquinolone	QnrB68	AGL43629.1	KC580657.1	quinolone resistance protein (qnr)	fluoroquinolone antibiotic	antibiotic target protection	QnrB68	645
ARO:3002785	39219	Fluoroquinolone	QnrB73	AGT59159.1	KF443075.1	quinolone resistance protein (qnr)	fluoroquinolone antibiotic	antibiotic target protection	QnrB73	645
ARO:3002786	39220	Fluoroquinolone	QnrB74	AHX97725.1	KJ415247.1	quinolone resistance protein (qnr)	fluoroquinolone antibiotic	antibiotic target protection	QnrB74	645
ARO:3002787	39221	Fluoroquinolone	QnrC	ACK75961.1	EU917444.1	quinolone resistance protein (qnr)	fluoroquinolone antibiotic	antibiotic target protection	QnrC	666
ARO:3002788	39222	Fluoroquinolone	QnrD1	ACG70184.1	FJ228229.1	quinolone resistance protein (qnr)	fluoroquinolone antibiotic	antibiotic target protection	QnrD1	645
ARO:3002789	39223	Fluoroquinolone	QnrD2	AHY03238.1	KJ158441.1	quinolone resistance protein (qnr)	fluoroquinolone antibiotic	antibiotic target protection	QnrD2	645
ARO:3002791	39225	Fluoroquinolone	QnrS2	ABF47470.1	DQ485530.1	quinolone resistance protein (qnr)	fluoroquinolone antibiotic	antibiotic target protection	QnrS2	657
ARO:3002793	39227	Fluoroquinolone	QnrS4	ACJ24509.1	FJ418153.1	quinolone resistance protein (qnr)	fluoroquinolone antibiotic	antibiotic target protection	QnrS4	657
ARO:3002794	39228	Fluoroquinolone	QnrS5	AEG74319.1	HQ631377.1	quinolone resistance protein (qnr)	fluoroquinolone antibiotic	antibiotic target protection	QnrS5	657
ARO:3002795	39229	Fluoroquinolone	QnrS6	AEG74318.1	HQ631376.1	quinolone resistance protein (qnr)	fluoroquinolone antibiotic	antibiotic target protection	QnrS6	657
ARO:3002796	39230	Fluoroquinolone	QnrS7	AHE41344.1	KF730651.1	quinolone resistance protein (qnr)	fluoroquinolone antibiotic	antibiotic target protection	QnrS7	657
ARO:3002797	39231	Fluoroquinolone	QnrS8	AHE41345.1	KF730652.1	quinolone resistance protein (qnr)	fluoroquinolone antibiotic	antibiotic target protection	QnrS8	657
ARO:3002798	39232	Fluoroquinolone	QnrS9	AHF20043.1	KF732714.1	quinolone resistance protein (qnr)	fluoroquinolone antibiotic	antibiotic target protection	QnrS9	657
ARO:3002799	39233	Fluoroquinolone	QnrVC1	ACC54440.2	EU436855.2	quinolone resistance protein (qnr)	fluoroquinolone antibiotic	antibiotic target protection	QnrVC1	657
ARO:3002800	39234	Fluoroquinolone	QnrVC3	ADI81040.1	HM015626.1	quinolone resistance protein (qnr)	fluoroquinolone antibiotic	antibiotic target protection	QnrVC3	657
ARO:3002801	39235	Fluoroquinolone	QnrVC4	ADI55014.1	GQ891757.1	quinolone resistance protein (qnr)	fluoroquinolone antibiotic	antibiotic target protection	QnrVC4	657
ARO:3002802	39236	Fluoroquinolone	QnrVC5	AEM62764.1	JN408080.1	quinolone resistance protein (qnr)	fluoroquinolone antibiotic	antibiotic target protection	QnrVC5	657
ARO:3002803	39237	Fluoroquinolone	QnrVC6	AGH08253.1	KC202804.1	quinolone resistance protein (qnr)	fluoroquinolone antibiotic	antibiotic target protection	QnrVC6	657
ARO:3002804	39238	Phosphonic acid	FosA2	ACC85616.1	EU487198.1	fosfomycin thiol transferase	phosphonic acid antibiotic	antibiotic inactivation	FosA2	426
ARO:3002812	39246	Phenicol	pp-flo	BAA07072.1	D37826.1	major facilitator superfamily (MFS) antibiotic efflux pump	phenicol antibiotic	antibiotic efflux	pp-flo	1125
ARO:3002813	39247	Multidrug	lmrB	KIX81495.1	JYFL01000006.1	ATP-binding cassette (ABC) antibiotic efflux pump	lincosamide antibiotic;nucleoside antibiotic	antibiotic efflux	lmrB	1434
ARO:3002814	39248	Multidrug	clbA	AGZ55247.1	CP006845.1	Cfr 23S ribosomal RNA methyltransferase	lincosamide antibiotic;oxazolidinone antibiotic;phenicol antibiotic;pleuromutilin antibiotic;streptogramin A antibiotic;streptogramin antibiotic	antibiotic target alteration	clbA	1050
ARO:3002815	39249	Multidrug	clbB	BAH45481.1	AP008955.1	Cfr 23S ribosomal RNA methyltransferase	lincosamide antibiotic;oxazolidinone antibiotic;phenicol antibiotic;pleuromutilin antibiotic;streptogramin A antibiotic;streptogramin antibiotic	antibiotic target alteration	clbB	1032
ARO:3002816	39250	Multidrug	clbC	BAD63613.1	AP006627.1	Cfr 23S ribosomal RNA methyltransferase	lincosamide antibiotic;oxazolidinone antibiotic;phenicol antibiotic;pleuromutilin antibiotic;streptogramin A antibiotic;streptogramin antibiotic	antibiotic target alteration	clbC	1053
ARO:3002817	39251	MLS	carA	AAC32027.1	M80346.1	Miscellaneous ABC-F subfamily ATP-binding cassette ribosomal protection proteins	macrolide antibiotic	antibiotic target protection	carA	1656
ARO:3002819	39253	MLS	msrC	AAK01167.1	AF313494.1	msr-type ABC-F protein	macrolide antibiotic;streptogramin B antibiotic;streptogramin antibiotic	antibiotic target protection	msrC	1479
ARO:3002823	39257	MLS	ErmH	AAC32026.1	M16503.1	Erm 23S ribosomal RNA methyltransferase	lincosamide antibiotic;macrolide antibiotic;streptogramin B antibiotic;streptogramin antibiotic	antibiotic target alteration	ErmH	900
ARO:3002824	39258	MLS	ErmV	AAB51440.1	U59450.1	Erm 23S ribosomal RNA methyltransferase	lincosamide antibiotic;macrolide antibiotic;streptogramin antibiotic	antibiotic target alteration	ErmV	780
ARO:3002825	39259	MLS	ErmY	BAB20748.1	AB014481.1	Erm 23S ribosomal RNA methyltransferase	lincosamide antibiotic;macrolide antibiotic;streptogramin antibiotic	antibiotic target alteration	ErmY	735
ARO:3002827	39261	MLS	tlrC	AAA26832.1	M57437.1	Miscellaneous ABC-F subfamily ATP-binding cassette ribosomal protection proteins	lincosamide antibiotic;macrolide antibiotic	antibiotic target protection	tlrC	1647
ARO:3002828	39262	MLS	srmB	CAA45050.1	X63451.1	Miscellaneous ABC-F subfamily ATP-binding cassette ribosomal protection proteins	macrolide antibiotic	antibiotic target protection	srmB	1653
ARO:3002829	39263	Multidrug	vgaA	AAA26684.1	M90056.1	vga-type ABC-F protein	lincosamide antibiotic;pleuromutilin antibiotic;streptogramin A antibiotic;streptogramin antibiotic	antibiotic target protection	vgaA	1569
ARO:3002830	39264	Multidrug	vgaALC	ABH10964.1	DQ823382.1	vga-type ABC-F protein	lincosamide antibiotic;pleuromutilin antibiotic;streptogramin A antibiotic;streptogramin antibiotic	antibiotic target protection	vgaALC	1569
ARO:3002831	39265	Multidrug	vgaC	CBL58195.1	FN806792.1	vga-type ABC-F protein	lincosamide antibiotic;pleuromutilin antibiotic;streptogramin A antibiotic;streptogramin antibiotic	antibiotic target protection	vgaC	1569
ARO:3002832	39266	Multidrug	vgaD	ACX92986.2	GQ205627.1	vga-type ABC-F protein	pleuromutilin antibiotic;streptogramin A antibiotic;streptogramin antibiotic	antibiotic target protection	vgaD	1578
ARO:3002833	39267	Multidrug	vgaE	CBY88983.1	FR772051.1	vga-type ABC-F protein	lincosamide antibiotic;pleuromutilin antibiotic;streptogramin A antibiotic;streptogramin antibiotic	antibiotic target protection	vgaE	1575
ARO:3002835	39269	MLS	lnuA	AAA26652.1	M14039.1	lincosamide nucleotidyltransferase (LNU)	lincosamide antibiotic	antibiotic inactivation	lnuA	486
ARO:3002837	39271	MLS	lnuC	AAY32951.1	AY928180.1	lincosamide nucleotidyltransferase (LNU)	lincosamide antibiotic	antibiotic inactivation	lnuC	495
ARO:3002838	39272	MLS	lnuD	ABR14060.1	EF452177.1	lincosamide nucleotidyltransferase (LNU)	lincosamide antibiotic	antibiotic inactivation	lnuD	495
ARO:3002839	39273	MLS	lnuF	CAD91132.1	AJ561197.2	lincosamide nucleotidyltransferase (LNU)	lincosamide antibiotic	antibiotic inactivation	lnuF	822
ARO:3002840	39274	MLS	vatA	AAA26683.1	L07778.1	streptogramin vat acetyltransferase	streptogramin A antibiotic;streptogramin antibiotic	antibiotic inactivation	vatA	660
ARO:3002841	39275	MLS	vatB	AAA86871.1	U19459.1	streptogramin vat acetyltransferase	streptogramin A antibiotic;streptogramin antibiotic	antibiotic inactivation	vatB	639
ARO:3002842	39276	MLS	vatC	AAC61671.1	AF015628.1	streptogramin vat acetyltransferase	streptogramin A antibiotic;streptogramin antibiotic	antibiotic inactivation	vatC	639
ARO:3002843	39277	MLS	vatD	AAK84316.1	AF368302.1	streptogramin vat acetyltransferase	streptogramin A antibiotic;streptogramin antibiotic	antibiotic inactivation	vatD	615
ARO:3002844	39278	MLS	vatE	AAF86220.1	AF242872.1	streptogramin vat acetyltransferase	streptogramin A antibiotic;streptogramin antibiotic	antibiotic inactivation	vatE	645
ARO:3002845	39279	MLS	vatH	ACX92987.1	GQ205627.2	streptogramin vat acetyltransferase	streptogramin A antibiotic;streptogramin antibiotic	antibiotic inactivation	vatH	651
ARO:3002846	39280	Rifamycin	arr-1	AAC05822.1	AF001493.1	rifampin ADP-ribosyltransferase (Arr)	rifamycin antibiotic	antibiotic inactivation	arr-1	432
ARO:3002848	39282	Rifamycin	arr-3	ACD56151.1	EU675686.1	rifampin ADP-ribosyltransferase (Arr)	rifamycin antibiotic	antibiotic inactivation	arr-3	453
ARO:3002849	39283	Rifamycin	arr-4	ABV26705.1	EF660562.1	rifampin ADP-ribosyltransferase (Arr)	rifamycin antibiotic	antibiotic inactivation	arr-4	453
ARO:3002850	39284	Rifamycin	arr-5	ABV26707.1	EF660563.1	rifampin ADP-ribosyltransferase (Arr)	rifamycin antibiotic	antibiotic inactivation	arr-5	453
ARO:3002856	39290	Diaminopyrimidine	dfrA24	CAI99385.1	AJ972619.1	trimethoprim resistant dihydrofolate reductase dfr	diaminopyrimidine antibiotic	antibiotic target replacement	dfrA24	558
ARO:3002857	39291	Diaminopyrimidine	dfrA26	CAL48457.1	AM403715.1	trimethoprim resistant dihydrofolate reductase dfr	diaminopyrimidine antibiotic	antibiotic target replacement	dfrA26	552
ARO:3002863	39297	Diaminopyrimidine	dfrA8	AHV80711.1	KJ174469.1	trimethoprim resistant dihydrofolate reductase dfr	diaminopyrimidine antibiotic	antibiotic target replacement	dfrA8	510
ARO:3002865	39299	Diaminopyrimidine	dfrC	AAO04716.1	AE015929.1	trimethoprim resistant dihydrofolate reductase dfr	diaminopyrimidine antibiotic	antibiotic target replacement	dfrC	486
ARO:3002866	39300	Diaminopyrimidine	dfrD	AAA85213.1	U43152.1	trimethoprim resistant dihydrofolate reductase dfr	diaminopyrimidine antibiotic	antibiotic target replacement	dfrD	489
ARO:3002867	39301	Diaminopyrimidine	dfrF	AAD01868.1	AF028812.1	trimethoprim resistant dihydrofolate reductase dfr	diaminopyrimidine antibiotic	antibiotic target replacement	dfrF	495
ARO:3002868	39302	Diaminopyrimidine	dfrG	BAE15963.1	AB205645.1	trimethoprim resistant dihydrofolate reductase dfr	diaminopyrimidine antibiotic	antibiotic target replacement	dfrG	498
ARO:3002869	39303	Diaminopyrimidine	dfrK	CBL80435.1	FN812951.1	trimethoprim resistant dihydrofolate reductase dfr	diaminopyrimidine antibiotic	antibiotic target replacement	dfrK	492
ARO:3002872	39306	Phosphonic acid	FosA3	AEG78825.1	JF411006.1	fosfomycin thiol transferase	phosphonic acid antibiotic	antibiotic inactivation	FosA3	417
ARO:3002873	39307	Phosphonic acid	FosB3	ADX95999.1	HQ219726.1	fosfomycin thiol transferase	phosphonic acid antibiotic	antibiotic inactivation	FosB3	420
ARO:3002874	39308	Phosphonic acid	FosC2	BAJ10053.1	AB522969.1	fosC phosphotransferase family	phosphonic acid antibiotic	antibiotic inactivation	FosC2	399
ARO:3002878	39312	Beta-lactams	BcII	AAA22562.1	M19530.1	subclass B1 Bacillus cereus Bc beta-lactamase	cephalosporin;penicillin beta-lactam	antibiotic inactivation	BcII	771
ARO:3002881	39315	MLS	lmrC	ABX00624.1	EU124663.1	Miscellaneous ABC-F subfamily ATP-binding cassette ribosomal protection proteins	lincosamide antibiotic	antibiotic target protection	lmrC	1653
ARO:3002882	39316	MLS	lmrD	AYV52072.1	CP033607.1	ATP-binding cassette (ABC) antibiotic efflux pump	lincosamide antibiotic	antibiotic efflux	lmrD	1995
ARO:3002883	39317	Rifamycin	rgt1438	AFO53532.1	JX028276.1	rifampin glycosyltransferase	rifamycin antibiotic	antibiotic inactivation	rgt1438	1236
ARO:3002884	39318	Rifamycin	iri	AAB41059.1	U56415.1	rifampin monooxygenase	rifamycin antibiotic	antibiotic inactivation	iri	1440
ARO:3002891	39325	Tetracycline	Streptomyces rimosus otr(A)	CAA37477.1	X53401.1	tetracycline-resistant ribosomal protection protein	tetracycline antibiotic	antibiotic target protection	otr(A)S.rim	1992
ARO:3002892	39326	Tetracycline	otr(B)	AAD04032.1	AF079900.1	major facilitator superfamily (MFS) antibiotic efflux pump	tetracycline antibiotic	antibiotic efflux	otr(B)	1692
ARO:3002893	39327	Tetracycline	tcr3	BAA07390.1	D38215.1	major facilitator superfamily (MFS) antibiotic efflux pump	tetracycline antibiotic	antibiotic efflux	tcr3	1539
ARO:3002894	39328	Tetracycline	otr(C)	AAR96051.1	AY509111.1	ATP-binding cassette (ABC) antibiotic efflux pump	tetracycline antibiotic	antibiotic efflux	otr(C)	1056
ARO:3002895	39329	Nucleoside	SAT-2	BAD95494.1	AB211124.1	streptothricin acetyltransferase (SAT)	nucleoside antibiotic	antibiotic inactivation	SAT-2	525
ARO:3002897	39331	Nucleoside	SAT-4	AAB53445.1	U01945.1	streptothricin acetyltransferase (SAT)	nucleoside antibiotic	antibiotic inactivation	SAT-4	543
ARO:3002898	39332	Nucleoside	SAT-3	CAA88265.1	Z48231.1	streptothricin acetyltransferase (SAT)	nucleoside antibiotic	antibiotic inactivation	SAT-3	543
ARO:3002907	39341	Glycopeptide	vanE	AAL27442.1	FJ872411.1	Van ligase;glycopeptide resistance gene cluster	glycopeptide antibiotic	antibiotic target alteration	vanE	1059
ARO:3002908	39342	Glycopeptide	vanF	AAF36803.1	AF155139.1	Van ligase;glycopeptide resistance gene cluster	glycopeptide antibiotic	antibiotic target alteration	vanF	1032
ARO:3002909	39343	Glycopeptide	vanG	ABA71731.1	DQ212986.1	Van ligase;glycopeptide resistance gene cluster	glycopeptide antibiotic	antibiotic target alteration	vanG	1050
ARO:3002910	39344	Glycopeptide	vanL	ABX54687.1	EU250284.1	Van ligase;glycopeptide resistance gene cluster	glycopeptide antibiotic	antibiotic target alteration	vanL	1050
ARO:3002911	39345	Glycopeptide	vanM	ACL82961.1	FJ349556.1	Van ligase;glycopeptide resistance gene cluster	glycopeptide antibiotic	antibiotic target alteration	vanM	1032
ARO:3002912	39346	Glycopeptide	vanN	AEP40500.1	JF802084.1	Van ligase;glycopeptide resistance gene cluster	glycopeptide antibiotic	antibiotic target alteration	vanN	1032
ARO:3002913	39347	Glycopeptide	vanO	AHA41500.1	KF478993.1	Van ligase;glycopeptide resistance gene cluster	glycopeptide antibiotic	antibiotic target alteration	vanO	1041
ARO:3002914	39348	Glycopeptide	vanJ	CAB45459.1	AL939117.1	vanJ membrane protein	glycopeptide antibiotic	antibiotic target alteration	vanJ	993
ARO:3002919	39353	Glycopeptide	vanR gene in vanA cluster	AAA65953.1	M97297.1	glycopeptide resistance gene cluster;vanR	glycopeptide antibiotic	antibiotic target alteration	vanR_in_vanA_cl	696
ARO:3002921	39355	Glycopeptide	vanR gene in vanB cluster	AAB05622.1	U35369.1	glycopeptide resistance gene cluster;vanR	glycopeptide antibiotic	antibiotic target alteration	vanR_in_vanB_cl	663
ARO:3002922	39356	Glycopeptide	vanR gene in vanC cluster	AAF86641.1	AF162694.1	glycopeptide resistance gene cluster;vanR	glycopeptide antibiotic	antibiotic target alteration	vanR_in_vanC_cl	696
ARO:3002923	39357	Glycopeptide	vanR gene in vanD cluster	AAM09851.1	AY082011.1	glycopeptide resistance gene cluster;vanR	glycopeptide antibiotic	antibiotic target alteration	vanR_in_vanD_cl	699
ARO:3002924	39358	Glycopeptide	vanR gene in vanE cluster	AAL27445.1	FJ872411.1	glycopeptide resistance gene cluster;vanR	glycopeptide antibiotic	antibiotic target alteration	vanR_in_vanE_cl	690
ARO:3002925	39359	Glycopeptide	vanR gene in vanF cluster	AAR84672.1	AF155139.1	glycopeptide resistance gene cluster;vanR	glycopeptide antibiotic	antibiotic target alteration	vanR_in_vanF_cl	696
ARO:3002926	39360	Glycopeptide	vanR gene in vanG cluster	ABA71727.1	DQ212986.1	glycopeptide resistance gene cluster;vanR	glycopeptide antibiotic	antibiotic target alteration	vanR_in_vanG_cl	708
ARO:3002927	39361	Glycopeptide	vanR gene in vanL cluster	ABX54691.1	EU250284.1	glycopeptide resistance gene cluster;vanR	glycopeptide antibiotic	antibiotic target alteration	vanR_in_vanL_cl	696
ARO:3002928	39362	Glycopeptide	vanR gene in vanM cluster	ACL82957.1	FJ349556.1	glycopeptide resistance gene cluster;vanR	glycopeptide antibiotic	antibiotic target alteration	vanR_in_vanM_cl	699
ARO:3002929	39363	Glycopeptide	vanR gene in vanN cluster	AEP40503.1	JF802084.1	glycopeptide resistance gene cluster;vanR	glycopeptide antibiotic	antibiotic target alteration	vanR_in_vanN_cl	693
ARO:3002930	39364	Glycopeptide	vanR gene in vanO cluster	AHA41505.1	KF478993.1	glycopeptide resistance gene cluster;vanR	glycopeptide antibiotic	antibiotic target alteration	vanR_in_vanO_cl	702
ARO:3002931	39365	Glycopeptide	vanS gene in vanA cluster	AAA65954.1	M97297.1	glycopeptide resistance gene cluster;vanS	glycopeptide antibiotic	antibiotic target alteration	vanS_in_vanA_cl	1155
ARO:3002932	39366	Glycopeptide	vanS gene in vanB cluster	AAB05623.1	U35369.1	glycopeptide resistance gene cluster;vanS	glycopeptide antibiotic	antibiotic target alteration	vanS_in_vanB_cl	1344
ARO:3002933	39367	Glycopeptide	vanS gene in vanC cluster	AAF86642.1	AF162694.1	glycopeptide resistance gene cluster;vanS	glycopeptide antibiotic	antibiotic target alteration	vanS_in_vanC_cl	1086
ARO:3002934	39368	Glycopeptide	vanS gene in vanD cluster	ACM47284.1	EU999036.1	glycopeptide resistance gene cluster;vanS	glycopeptide antibiotic	antibiotic target alteration	vanS_in_vanD_cl	702
ARO:3002935	39369	Glycopeptide	vanS gene in vanE cluster	AAL27446.1	FJ872411.1	glycopeptide resistance gene cluster;vanS	glycopeptide antibiotic	antibiotic target alteration	vanS_in_vanE_cl	1074
ARO:3002936	39370	Glycopeptide	vanS gene in vanF cluster	AAR84673.1	AF155139.1	glycopeptide resistance gene cluster;vanS	glycopeptide antibiotic	antibiotic target alteration	vanS_in_vanF_cl	1098
ARO:3002937	39371	Glycopeptide	vanS gene in vanG cluster	ABA71728.1	DQ212986.1	glycopeptide resistance gene cluster;vanS	glycopeptide antibiotic	antibiotic target alteration	vanS_in_vanG_cl	1107
ARO:3002938	39372	Glycopeptide	vanS gene in vanL cluster	ABX54692.1	EU250284.1	glycopeptide resistance gene cluster;vanS	glycopeptide antibiotic	antibiotic target alteration	vanS_in_vanL_cl	1095
ARO:3002939	39373	Glycopeptide	vanS gene in vanM cluster	ACL82958.1	FJ349556.1	glycopeptide resistance gene cluster;vanS	glycopeptide antibiotic	antibiotic target alteration	vanS_in_vanM_cl	1113
ARO:3002940	39374	Glycopeptide	vanS gene in vanN cluster	AEP40504.1	JF802084.1	glycopeptide resistance gene cluster;vanS	glycopeptide antibiotic	antibiotic target alteration	vanS_in_vanN_cl	1095
ARO:3002941	39375	Glycopeptide	vanS gene in vanO cluster	AHA41504.1	KF478993.1	glycopeptide resistance gene cluster;vanS	glycopeptide antibiotic	antibiotic target alteration	vanS_in_vanO_cl	1038
ARO:3002942	39376	Glycopeptide	vanH gene in vanA cluster	AAA65955.1	M97297.1	glycopeptide resistance gene cluster;vanH	glycopeptide antibiotic	antibiotic target alteration	vanH_in_vanA_cl	969
ARO:3002943	39377	Glycopeptide	vanH gene in vanB cluster	AAB05626.1	U35369.1	glycopeptide resistance gene cluster;vanH	glycopeptide antibiotic	antibiotic target alteration	vanH_in_vanB_cl	972
ARO:3002944	39378	Glycopeptide	vanH gene in vanD cluster	AAM09850.1	AY082011.1	glycopeptide resistance gene cluster;vanH	glycopeptide antibiotic	antibiotic target alteration	vanH_in_vanD_cl	972
