ID	Completeness (%)	Contamination (%)	Genome_size	GC_content	Group	GTDB_classification	Min_contig_length	Max_contig_length	Mean_contig_length	Median_contig_length	N50	Num_contig	tRNA	5S_ribosomal_RNA	16S_ribosomal_RNA	23S_ribosomal_RNA	5S+16S+23S	NCBI_classification
AAB-S17R1_71	97.16	5.4	7722156	61.34	Medium quality	Bacteria;Verrucomicrobiota;Verrucomicrobiae;Verrucomicrobiales;V1-33;V1-33	1505	72179	8312	5942	12148	929	56	1	1	1	1	Bacteria;Verrucomicrobia
AAB-S17R1_77	97.13	3.16	3616458	70.07	Near complete	Bacteria;Actinobacteriota;Acidimicrobiia;Acidimicrobiales;UBA8139	2459	141818	35111	23521	53080	103	42	0	1	0	0	Bacteria;Actinobacteria;Actinobacteria
AAB-S17R1_78	97.54	2.07	4217729	67.5	Near complete	Bacteria;Actinobacteriota;Actinomycetia;Actinomycetales;Dermatophilaceae;UBA4719	2891	203818	35147	20077	62946	120	42	0	0	0	0	Bacteria;Actinobacteria;Actinobacteria;Micrococcales
AAB-S17R1_79	65.91	0.08	4000798	50.75	Partial	Bacteria;Chloroflexota;Anaerolineae;SBR1031;A4b;GCA-2699585	2002	50773	5740	4425	7147	697	16	0	0	0	0	Bacteria;Chloroflexi;Anaerolineae;Anaerolineales;Anaerolineaceae
AAB-S17R1_91	76.28	4.6	5971430	58.46	Medium quality	Bacteria;Planctomycetota;Planctomycetes;Planctomycetales;Planctomycetaceae;Schlesneria	1500	12545	3021	2515	3310	1976	18	0	0	0	0	Bacteria;Planctomycetes;Planctomycetia;Planctomycetales;Planctomycetaceae;Schlesneria
AAB-S17R2_10	91.4	1.43	5775507	63.67	Near complete	Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Burkholderiaceae;Ralstonia;Ralstonia insidiosa	1502	67180	8871	6090	12413	651	31	1	0	1	0	Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Ralstonia;Ralstonia insidiosa
AAB-S17R4_102	81.75	3.83	3017610	68.02	Medium quality	Bacteria;Actinobacteriota;Actinomycetia;Actinomycetales;Dermatophilaceae;UBA4719	1501	53703	6096	3714	9047	495	21	0	0	1	0	Bacteria;Actinobacteria;Actinobacteria;Micrococcales
AAB-S17R4_16	73.92	3.63	2895557	69.4	Medium quality	Bacteria;Actinobacteriota;Actinomycetia;Nanopelagicales;S36-B12;UBA10649	1507	23987	4489	3451	5489	645	27	1	0	1	0	Bacteria;Actinobacteria;Actinobacteria
AAB-S17R4_52	91.94	0	4854059	68.63	Near complete	Bacteria;Planctomycetota;UBA11346;UBA11346;UBA11346	3128	158547	26380	15461	45141	184	43	0	0	0	0	Bacteria;Planctomycetes
AAB-S17R4_53	89.53	4.8	3559945	69.93	Medium quality	Bacteria;Actinobacteriota;Acidimicrobiia;Acidimicrobiales;UBA8139	1501	47572	6116	4428	7880	582	37	1	1	1	1	Bacteria;Actinobacteria;Actinobacteria
AAB-S17R4_57	92.49	4.2	8369318	58.3	Near complete	Bacteria;Planctomycetota;Planctomycetes;Planctomycetales;Planctomycetaceae;Schlesneria	1500	30169	4857	3739	6009	1723	65	0	0	1	0	Bacteria;Planctomycetes;Planctomycetia;Planctomycetales;Planctomycetaceae;Schlesneria
AAB-S17R4_66	79.46	4.88	4496312	64.46	Medium quality	Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales;SZUA-5	1501	13572	3234	2724	3589	1390	26	0	0	0	0	Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales;Rhodanobacteraceae
AAB-S17R4_69	95.3	0.25	4219747	44.73	Near complete	Bacteria;Bacteroidota;Bacteroidia;Chitinophagales;Saprospiraceae	3152	159668	30357	20981	49137	139	37	0	0	0	0	Bacteria;Bacteroidetes
AAB-S17R4_6	75.95	2.73	2732558	67.02	Medium quality	Bacteria;Actinobacteriota;Thermoleophilia;Gaiellales;Gaiellaceae;Gaiella	1010	41744	4236	2724	5606	645	29	0	1	0	0	Bacteria;Actinobacteria;Rubrobacteria;Gaiellales;Gaiellaceae;Gaiella
AAB-S17R4_7	94.09	3.85	3450601	62.17	Near complete	Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Burkholderiaceae;Polaromonas	1507	38010	6449	4451	8704	535	28	0	0	0	0	Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;Polaromonas
AAB-S17R4_87	75.64	4.52	3225366	54.59	Medium quality	Bacteria;Acidobacteriota;Blastocatellia;Pyrinomonadales;Pyrinomonadaceae;OLB17	2003	30816	5688	4519	6903	567	17	0	0	0	0	Bacteria;Acidobacteria
AAB-S17R4_89	59.77	1.65	1609929	65.01	Partial	Bacteria;Gemmatimonadota;Gemmatimonadetes;Gemmatimonadales;GWC2-71-9;Palsa-1233	1500	10344	2701	2299	2833	596	21	0	0	0	0	Bacteria;Gemmatimonadetes
AAB-S17R5_27	92.83	4.06	6763101	62.88	Near complete	Bacteria;Acidobacteriota;Thermoanaerobaculia;Gp7-AA8;Gp7-AA8	1502	105850	7764	5421	11509	871	45	1	1	1	1	Bacteria;Acidobacteria
AAB-S17R5_3	76.58	4.53	2859600	62.04	Medium quality	Bacteria;Desulfobacterota;MBNT15;MBNT15	2000	37577	4524	3362	5128	632	31	0	1	0	0	Bacteria;Proteobacteria;Deltaproteobacteria
AAB-S17R5_73	95	2.06	2936115	64.72	Near complete	Bacteria;Dormibacterota;Dormibacteria;Dormibacterales;Dormibacteraceae;Palsa-872	1024	60117	8066	5345	12184	364	45	0	0	0	0	Bacteria;candidate division AD3
AAB-S18R2_16	64.56	2.3	1239912	68.52	Partial	Bacteria;Actinobacteriota;Thermoleophilia;Gaiellales;Gaiellaceae;Gaiella	1500	12086	2551	2196	2607	486	13	0	1	0	0	Bacteria;Actinobacteria;Rubrobacteria;Gaiellales;Gaiellaceae;Gaiella
AAB-S18R2_1	70.65	0.93	949705	54.68	Medium quality	Bacteria;Patescibacteria;Saccharimonadia;UBA4664;SCTI01	2046	99950	20206	11913	37571	47	44	1	1	2	1	Bacteria
AAB-S18R2_21	81.98	1.92	3109561	54.88	Medium quality	Bacteria;Proteobacteria;Gammaproteobacteria;Thiohalomonadales_A;SG8-11;UBA6921	2006	44029	7793	5807	9979	399	25	1	0	0	0	Bacteria;Proteobacteria
AAB-S18R2_22	57.6	0.5	435078	54.95	Partial	Bacteria;Patescibacteria;Paceibacteria;UBA9983;UBA2163;C7867-001	2005	9556	3595	3114	3773	121	22	0	1	0	0	Bacteria
AAB-S18R2_23	57.66	0	724405	51.76	Partial	Bacteria;Patescibacteria;Paceibacteria;UBA9983;UBA2163;C7867-001	2362	36578	8727	6270	12642	83	36	1	2	2	1	Bacteria;Candidatus Kaiserbacteria
AAB-S18R2_35	69.38	2.2	4012989	65.45	Partial	Bacteria;Gemmatimonadota;Gemmatimonadetes;Gemmatimonadales;Gemmatimonadaceae	2001	32486	4074	3024	4378	985	49	0	2	2	0	Bacteria;Gemmatimonadetes
AAB-S18R2_36	83.21	3.11	3153978	56.11	Medium quality	Bacteria;Proteobacteria;Gammaproteobacteria;Thiohalomonadales_A;SG8-11;UBA6921	1500	24763	4815	3644	5836	655	26	0	1	0	0	Bacteria;Proteobacteria
AAB-S18R2_49	81.72	4.01	2465612	69.06	Medium quality	Bacteria;Chloroflexota;Ellin6529;CSP1-4;CSP1-4;UBA5189	1505	39959	5268	3444	6986	468	34	0	0	0	0	Bacteria;Chloroflexi
AAB-S18R2_50	82.28	1.28	2757260	67.42	Medium quality	Bacteria;Proteobacteria;Gammaproteobacteria;Nevskiales;Nevskiaceae	1007	51617	5106	3055	6931	540	25	0	1	0	0	Bacteria;Proteobacteria;Gammaproteobacteria;Nevskiales;Sinobacteraceae
AAB-S18R2_55	78	4	2853304	68.13	Medium quality	Archaea;Thermoplasmatota;SW-10-69-26;SW-10-69-26	1004	61365	6777	3708	12971	421	33	1	0	0	0	Archaea;Euryarchaeota;Thermoplasmata;Thermoplasmatales
AAB-S18R2_63	98.56	3.6	3491140	65.87	Near complete	Archaea;Thermoplasmatota;SW-10-69-26;SW-10-69-26	1056	95839	18278	12394	29972	191	38	1	0	1	0	Archaea;Euryarchaeota;Thermoplasmata;Thermoplasmatales
AAB-S18R2_88	81.72	5.52	3478436	64.43	Medium quality	Bacteria;Proteobacteria;Gammaproteobacteria;Nevskiales;Nevskiaceae	1002	10691	2273	1817	2529	1530	29	0	1	0	0	Bacteria;Proteobacteria;Gammaproteobacteria;Nevskiales;Sinobacteraceae
AAB-S18R2_90	85.3	1.42	2770302	74.1	Medium quality	Bacteria;Actinobacteriota;Thermoleophilia;Solirubrobacterales;Solirubrobacteraceae;SEOHO-28	2302	111853	10737	5866	18250	258	28	0	0	0	0	Bacteria;Actinobacteria;Thermoleophilia;Solirubrobacterales;Conexibacteraceae;Conexibacter
AAB-S19R1_103	75.14	2.48	3746619	68.25	Medium quality	Bacteria;Actinobacteriota;Actinomycetia;Mycobacteriales;Frankiaceae	1002	13783	3016	2539	3472	1242	25	0	0	0	0	Bacteria;Actinobacteria;Actinobacteria;Frankiales;Frankiaceae
AAB-S19R1_105	77.87	3.04	2403277	42.74	Medium quality	Bacteria;Proteobacteria;Alphaproteobacteria;UBA9655;UBA9655;UBA9655	2026	100522	10183	4677	24716	236	65	1	1	3	1	Bacteria;Proteobacteria;Alphaproteobacteria
AAB-S19R1_106	69.25	2.6	6314662	67.12	Partial	Bacteria;Myxococcota;Polyangia;Haliangiales;Haliangiaceae	1001	13341	2093	1665	2244	3017	22	2	0	1	0	Bacteria;Proteobacteria;Deltaproteobacteria;Myxococcales
AAB-S19R1_111	77.13	4.83	7708872	62.08	Medium quality	Bacteria;Planctomycetota;Planctomycetes;Gemmatales;Gemmataceae;Gemmata	2001	34962	4652	3718	5194	1657	63	0	0	0	0	Bacteria;Planctomycetes;Planctomycetia
AAB-S19R1_113	73.45	1.04	1528348	51.79	Medium quality	Bacteria;Actinobacteriota;Actinomycetia;Nanopelagicales;Nanopelagicaceae;QYPT01	1521	65232	8783	4395	17392	174	33	0	1	0	0	Bacteria;Actinobacteria;Actinobacteria;Streptomycetales;Streptomycetaceae
AAB-S19R1_119	77.69	2.05	5926602	57.51	Medium quality	Bacteria;Verrucomicrobiota;Verrucomicrobiae;Opitutales;Opitutaceae;EW11	2005	28660	5167	4002	6007	1147	43	0	0	0	0	Bacteria;Verrucomicrobia;Opitutae;Opitutales;Opitutaceae
AAB-S19R1_11	73.7	2.68	2455379	65.6	Medium quality	Bacteria;Actinobacteriota;Actinomycetia;Actinomycetales;Microbacteriaceae;UBA10887	1003	10689	2351	1959	2639	1044	23	0	0	0	0	Bacteria;Actinobacteria;Actinobacteria;Micrococcales;Microbacteriaceae
AAB-S19R1_136	71.92	2.31	1777721	72.55	Medium quality	Bacteria;Actinobacteriota;Actinomycetia;Actinomycetales;Cellulomonadaceae;Cellulomonas	1502	32456	3959	2574	4736	449	25	0	0	0	0	Bacteria;Actinobacteria;Actinobacteria;Micrococcales;Cellulomonadaceae;Cellulomonas
AAB-S19R1_141	71.79	0.85	3122650	68.87	Medium quality	Bacteria;Actinobacteriota;Thermoleophilia;Solirubrobacterales;Solirubrobacteraceae;Palsa-465	1002	14076	2010	1579	2132	1553	26	0	0	0	0	Bacteria;Actinobacteria;Thermoleophilia;Solirubrobacterales
AAB-S19R1_146	87.2	0	775984	52.01	Medium quality	Bacteria;Patescibacteria;Paceibacteria;UBA9983;UBA11359;UBA6065	1018	99792	22170	9599	56533	35	40	1	1	1	1	Bacteria
AAB-S19R1_147	90.32	0.64	1984309	43.35	Near complete	Bacteria;Proteobacteria;Alphaproteobacteria;Paracaedibacterales	1500	40697	9186	6829	13144	216	35	1	1	1	1	Bacteria;Proteobacteria;Alphaproteobacteria;Holosporales
AAB-S19R1_151	65.1	0.55	2995344	66.65	Partial	Bacteria;Actinobacteriota;Actinomycetia;Actinomycetales;Dermatophilaceae;UBA4719	1500	70837	4615	3105	5722	649	29	0	0	0	0	Bacteria;Actinobacteria;Actinobacteria;Micrococcales
AAB-S19R1_152	94.78	6.35	4770261	64.47	Medium quality	Bacteria;Proteobacteria;Gammaproteobacteria;Steroidobacterales;Steroidobacteraceae;Bog-1198	1034	83675	7350	3622	15483	649	31	0	0	0	0	Bacteria;Proteobacteria;Gammaproteobacteria
AAB-S19R1_155	57.16	0.99	2567600	58.97	Partial	Bacteria;Chloroflexota;Ktedonobacteria;Ktedonobacterales	1149	28239	5250	3863	5941	489	22	0	0	0	0	Bacteria;Chloroflexi;Ktedonobacteria
AAB-S19R1_157	66.48	0	927981	55.3	Partial	Bacteria;Patescibacteria;Saccharimonadia;UBA4664;UBA4664;UBA5169	1020	30195	5272	3501	7648	176	35	0	1	3	0	Bacteria
AAB-S19R1_160	74.91	2.73	1861141	66.27	Medium quality	Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingomonas_A	1001	9073	1982	1648	2092	939	19	0	0	0	0	Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingomonas
AAB-S19R1_162	97.14	0.71	5199395	41.83	Near complete	Bacteria;Bacteroidota;Bacteroidia;Sphingobacteriales;Sphingobacteriaceae;Mucilaginibacter	2579	317095	57136	30547	114547	91	37	0	0	0	0	Bacteria;Bacteroidetes;Sphingobacteriia;Sphingobacteriales;Sphingobacteriaceae;Mucilaginibacter
AAB-S19R1_164	63.58	0	1046756	50.62	Partial	Bacteria;Patescibacteria;Saccharimonadia;Saccharimonadales;UBA4665;UBA6224	3059	139362	47579	36763	71997	22	44	1	1	1	1	Bacteria;Candidatus Saccharibacteria
AAB-S19R1_168	80.02	4.48	4089902	63.67	Medium quality	Bacteria;Verrucomicrobiota;Verrucomicrobiae;Opitutales;Opitutaceae;Tous-C4FEB	2003	23590	4880	3963	5424	838	30	0	0	0	0	Bacteria;Verrucomicrobia;Opitutae
AAB-S19R1_170	64.71	2.24	2228021	66.82	Partial	Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales;Rhodanobacteraceae;Rhodanobacter	1002	14509	2210	1783	2444	1008	14	0	0	0	0	Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales;Rhodanobacteraceae;Rhodanobacter
AAB-S19R1_17	59.94	0	1264924	48.08	Partial	Bacteria;Patescibacteria;Paceibacteria;UBA9983;UBA2135	1690	61888	19165	10859	32031	66	40	1	1	1	1	Bacteria
AAB-S19R1_21	81.14	2.57	4027022	63.26	Medium quality	Bacteria;Verrucomicrobiota;Verrucomicrobiae;Opitutales;Opitutaceae	1002	10450	2319	1918	2591	1736	24	0	0	0	0	Bacteria;Verrucomicrobia;Opitutae;Opitutales;Opitutaceae
AAB-S19R1_26	80.66	2.11	3186912	67.42	Medium quality	Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;UKL13-2;GR16-43	1003	12375	2414	2007	2678	1320	17	0	0	0	0	Bacteria;Proteobacteria;Betaproteobacteria
AAB-S19R1_27	59.54	1.83	2877998	60.29	Partial	Bacteria;Acidobacteriota;Acidobacteriae;Acidobacteriales;Acidobacteriaceae;Granulicella	1002	10693	2066	1724	2248	1393	11	0	0	0	0	Bacteria;Acidobacteria;Acidobacteriia;Acidobacteriales;Acidobacteriaceae;Granulicella
AAB-S19R1_33	83.8	3.24	2525026	69.97	Medium quality	Bacteria;Chloroflexota;Ellin6529;CSP1-4;CSP1-4;CF-46	1001	37325	3053	1996	3628	827	24	0	0	0	0	Bacteria;Chloroflexi
AAB-S19R1_36	62.75	1.08	2366109	66.71	Partial	Bacteria;Actinobacteriota;Actinomycetia;Actinomycetales;Microbacteriaceae;Schumannella	1140	47994	6082	3748	8551	389	23	0	0	0	0	Bacteria;Actinobacteria;Actinobacteria;Micrococcales;Microbacteriaceae
AAB-S19R1_37	88.8	1.94	2773857	65.69	Medium quality	Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Palsa-1005;VBCG01	1002	28251	3095	2069	3898	896	17	0	0	0	0	Bacteria;Proteobacteria;Betaproteobacteria
AAB-S19R1_55	74.09	3.06	1811796	69.82	Medium quality	Bacteria;Chloroflexota;Ellin6529;P2-11E;P2-11E;UBA4735	1001	12459	2151	1705	2315	842	20	1	0	0	0	Bacteria;Chloroflexi
AAB-S19R1_56	90.58	3.8	4108478	63.73	Near complete	Bacteria;Chloroflexota;Ktedonobacteria;Ktedonobacterales	1003	46798	5194	3057	8344	791	28	0	2	1	0	Bacteria;Chloroflexi;Ktedonobacteria
AAB-S19R1_58	81.05	5.07	3831039	68.74	Medium quality	Bacteria;Proteobacteria;Alphaproteobacteria;Caulobacterales;Caulobacteraceae;Phenylobacterium	1002	20203	3219	2454	4092	1190	26	0	0	0	0	Bacteria;Proteobacteria;Alphaproteobacteria;Caulobacterales;Caulobacteraceae;Phenylobacterium
AAB-S19R1_64	96.49	6.67	5779262	60.01	Medium quality	Bacteria;Verrucomicrobiota;Verrucomicrobiae;Opitutales;Opitutaceae;Opitutus	1000	90180	7830	2996	20555	738	43	0	1	1	0	Bacteria;Verrucomicrobia;Opitutae;Opitutales;Opitutaceae;Opitutus
AAB-S19R1_67	76.97	0.85	3603950	59.58	Medium quality	Bacteria;Acidobacteriota;Acidobacteriae;Acidobacteriales;Acidobacteriaceae;Granulicella	1002	71819	5155	2727	9220	699	25	0	0	0	0	Bacteria;Acidobacteria;Acidobacteriia;Acidobacteriales;Acidobacteriaceae;Granulicella
AAB-S19R1_68	86.07	5.96	4324515	59.81	Medium quality	Bacteria;Verrucomicrobiota;Verrucomicrobiae;Opitutales;Opitutaceae;EW11	1001	24544	3080	2427	3673	1404	24	0	0	0	0	Bacteria;Verrucomicrobia;Opitutae;Opitutales;Opitutaceae
AAB-S19R1_69	86.32	3.94	3163742	63.13	Medium quality	Bacteria;Eremiobacterota;Eremiobacteria;UBP12;UBA5184	1008	27200	4424	3133	6203	715	39	0	1	0	0	Bacteria;candidate division WPS-2
AAB-S19R1_75	67.86	2.94	1805278	40.25	Partial	Bacteria;Proteobacteria;Gammaproteobacteria;Legionellales;Legionellaceae;Legionella	1001	9470	2605	2246	2942	693	9	0	0	0	0	Bacteria;Proteobacteria;Gammaproteobacteria;Legionellales;Legionellaceae;Legionella
AAB-S19R1_79	81.32	3.25	3511043	61.51	Medium quality	Bacteria;Proteobacteria;Alphaproteobacteria;Caulobacterales;Caulobacteraceae;Asticcacaulis	1001	12604	2574	2089	2972	1364	27	0	0	0	0	Bacteria;Proteobacteria;Alphaproteobacteria;Caulobacterales;Caulobacteraceae;Asticcacaulis
AAB-S19R1_7	66.38	2.99	4063706	61.68	Partial	Bacteria;Acidobacteriota;Acidobacteriae;Acidobacteriales;Acidobacteriaceae;Granulicella	1209	24403	4393	3693	4958	925	22	1	1	0	0	Bacteria;Acidobacteria;Acidobacteriia;Acidobacteriales;Acidobacteriaceae;Granulicella
AAB-S19R1_85	91.38	1.29	5263639	59.18	Near complete	Bacteria;Acidobacteriota;Acidobacteriae;Acidobacteriales;Acidobacteriaceae;Edaphobacter	1004	52026	5854	3676	8729	899	36	0	1	0	0	Bacteria;Acidobacteria;Acidobacteriia;Acidobacteriales;Acidobacteriaceae
AAB-S19R1_87	77.89	3.36	4958360	67.63	Medium quality	Bacteria;Actinobacteriota;Actinomycetia;Mycobacteriales;Nakamurellaceae;Nakamurella	1002	20598	2416	1740	2774	2052	29	0	0	0	0	Bacteria;Actinobacteria;Actinobacteria;Nakamurellales;Nakamurellaceae;Nakamurella
AAB-S19R1_89	57.28	1.16	3314669	59.1	Partial	Bacteria;Planctomycetota;Planctomycetes;Isosphaerales;Isosphaeraceae	1001	7011	1645	1458	1653	2014	18	0	0	0	0	Bacteria;Planctomycetes;Planctomycetia;Planctomycetales;Isosphaeraceae
AAB-S19R1_8	68.71	0.93	810414	56.35	Partial	Bacteria;Patescibacteria;Saccharimonadia;UBA4664;UBA4664;UBA4664	2041	27474	6642	5481	8411	122	36	0	0	0	0	Bacteria
AAB-S19R1_97	84.43	4.26	4141870	68.98	Medium quality	Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Burkholderiaceae;Rhizobacter	1522	45298	5500	4025	6886	753	29	0	1	0	0	Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales
AAB-S19R2_104	78.72	1.58	1341369	39.06	Medium quality	Bacteria;Bacteroidota;Bacteroidia;Cytophagales;Amoebophilaceae	1512	49589	12897	8909	22187	104	35	0	2	0	0	Bacteria;Bacteroidetes;Cytophagia;Cytophagales;Amoebophilaceae
AAB-S19R2_106	95.45	1.44	4495852	44.26	Near complete	Bacteria;Bacteroidota;Bacteroidia;Sphingobacteriales;Sphingobacteriaceae;Mucilaginibacter	1500	78253	13541	9138	22040	332	26	0	0	0	0	Bacteria;Bacteroidetes;Sphingobacteriia;Sphingobacteriales;Sphingobacteriaceae;Mucilaginibacter
AAB-S19R2_107	71.83	4.14	4551342	64.69	Medium quality	Bacteria;Proteobacteria;Alphaproteobacteria;Acetobacterales;Acetobacteraceae;Rhodopila	1003	13273	2457	2007	2757	1852	19	0	0	0	0	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Acetobacteraceae
AAB-S19R2_109	87.57	2.16	2807518	69.68	Medium quality	Bacteria;Actinobacteriota;Thermoleophilia;Gaiellales;Gaiellaceae;PALSA-600	1502	60405	4807	3197	6240	584	35	0	1	0	0	Bacteria;Actinobacteria;Actinobacteria
AAB-S19R2_10	93.07	1.41	4439920	62.22	Near complete	Bacteria;Acidobacteriota;Acidobacteriae;Bryobacterales;Bryobacteraceae;Bog-113	1502	34772	5068	3676	6565	876	47	1	0	1	0	Bacteria;Acidobacteria;Acidobacteriia;Bryobacterales
AAB-S19R2_113	90.9	4.57	2389494	56.64	Near complete	Bacteria;Proteobacteria;Gammaproteobacteria;Acidiferrobacterales;Acidiferrobacteraceae	1505	65410	7490	4669	11671	319	37	1	1	1	1	Bacteria;Proteobacteria;Gammaproteobacteria;Acidiferrobacterales;Acidiferrobacteraceae
AAB-S19R2_11	93.84	5.4	4751531	67.74	Medium quality	Bacteria;Proteobacteria;Alphaproteobacteria;Caulobacterales;Caulobacteraceae;BOG-935	1503	38846	7145	4811	11158	665	47	0	0	0	0	Bacteria;Proteobacteria;Alphaproteobacteria;Caulobacterales;Caulobacteraceae
AAB-S19R2_126	75.32	1.44	3258160	63.79	Medium quality	Bacteria;Chloroflexota;Ktedonobacteria;Ktedonobacterales	2003	20737	4834	3843	5664	674	27	0	2	0	0	Bacteria;Chloroflexi;Ktedonobacteria
AAB-S19R2_131	80.46	1.34	3426671	61.77	Medium quality	Bacteria;Acidobacteriota;Acidobacteriae;Acidobacteriales;Acidobacteriaceae;Palsa-288	1501	54884	4839	3134	5994	708	35	0	1	0	0	Bacteria;Acidobacteria;Acidobacteriia;Acidobacteriales;Acidobacteriaceae;Granulicella
AAB-S19R2_140	96.29	1.81	5982867	42.48	Near complete	Bacteria;Cyanobacteria;Cyanobacteriia;Cyanobacteriales;Nostocaceae;Nostoc	1002	31763	4744	3456	6593	1261	51	0	1	0	0	Bacteria;Cyanobacteria;unknown;Nostocales;Nostocaceae;Nostoc
AAB-S19R2_144	75.19	2.21	2597246	63.72	Medium quality	Bacteria;Proteobacteria;Alphaproteobacteria;UBA1301;UBA1301;UBA6038	1007	27719	2954	2010	3684	879	26	0	1	0	0	Bacteria;Proteobacteria;Alphaproteobacteria
AAB-S19R2_145	78.18	1.29	5036195	59.44	Medium quality	Bacteria;Acidobacteriota;Acidobacteriae;Acidobacteriales;Acidobacteriaceae;PALSA-350	2017	73521	7004	4188	10434	719	32	0	0	0	0	Bacteria;Acidobacteria;Acidobacteriia;Acidobacteriales;Acidobacteriaceae
AAB-S19R2_147	97.72	1.37	4789036	58.92	Near complete	Bacteria;Verrucomicrobiota;Verrucomicrobiae;Opitutales;Opitutaceae;Opitutus	5274	194820	37414	23242	60450	128	37	0	1	0	0	Bacteria;Verrucomicrobia;Opitutae;Opitutales;Opitutaceae;Opitutus
AAB-S19R2_150	92.52	5.04	5415130	67.02	Medium quality	Bacteria;Proteobacteria;Alphaproteobacteria;Acetobacterales;Acetobacteraceae	1503	53065	6378	4751	8534	849	38	0	1	0	0	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Acetobacteraceae
AAB-S19R2_155	98.29	2.95	5267205	63.52	Near complete	Bacteria;Verrucomicrobiota;Verrucomicrobiae;Opitutales;Opitutaceae	1528	218948	21153	10160	50172	249	40	0	1	0	0	Bacteria;Verrucomicrobia;Opitutae;Opitutales;Opitutaceae
AAB-S19R2_158	92.31	0.95	3685899	49.34	Near complete	Bacteria;Cyanobacteria;Vampirovibrionia;Vampirovibrionales;Vampirovibrionaceae	1756	136668	21305	14545	32445	173	35	0	0	0	0	Bacteria;Candidatus Melainabacteria;unknown;Vampirovibrionales
AAB-S19R2_15	68.47	1.79	1220547	44.67	Partial	Bacteria;Proteobacteria;Gammaproteobacteria;Francisellales	1007	8648	2311	1964	2507	528	12	0	0	0	0	Bacteria;Proteobacteria;Gammaproteobacteria;Thiotrichales
AAB-S19R2_164	70.52	2.59	2807458	66.92	Medium quality	Bacteria;Actinobacteriota;Actinomycetia;Actinomycetales;Microbacteriaceae;Schumannella	1001	25053	2663	1804	3155	1054	20	0	0	0	0	Bacteria;Actinobacteria;Actinobacteria;Micrococcales;Microbacteriaceae
AAB-S19R2_166	77.92	3.7	2146537	70.15	Medium quality	Bacteria;Chloroflexota;Ellin6529;CSP1-4;CSP1-4;CF-46	1504	32885	4112	2866	4850	522	28	0	0	0	0	Bacteria;Chloroflexi
AAB-S19R2_170	90.47	3.81	2364189	60.84	Near complete	Bacteria;Eremiobacterota;Eremiobacteria;UBP12;UBA5184	1012	24392	4353	3295	5825	543	33	0	0	0	0	Bacteria;candidate division WPS-2
AAB-S19R2_171	92.62	0.05	2624172	72.11	Near complete	Bacteria;Actinobacteriota;Actinomycetia;Actinomycetales;Cellulomonadaceae;Cellulomonas	2006	59137	9207	5179	14518	285	36	0	0	0	0	Bacteria;Actinobacteria;Actinobacteria;Micrococcales;Cellulomonadaceae;Cellulomonas
AAB-S19R2_180	98.39	1.94	3672026	52.88	Near complete	Bacteria;Desulfobacterota;Desulfuromonadia;Geobacterales;Pseudopelobacteraceae;Pseudopelobacter	5285	157495	30600	19789	51328	120	39	1	0	1	0	Bacteria;Proteobacteria;Deltaproteobacteria;Desulfuromonadales;Geobacteraceae
AAB-S19R2_182	83.66	5.3	3394171	62.09	Medium quality	Bacteria;Verrucomicrobiota;Verrucomicrobiae;Opitutales;Opitutaceae;IMCC26134	1202	44536	5913	4077	8704	574	36	1	0	1	0	Bacteria;Verrucomicrobia;Opitutae;Opitutales;Opitutaceae
AAB-S19R2_184	84.55	1.19	3369750	60.31	Medium quality	Bacteria;Chloroflexota;UBA5177;UBA5177;UBA5177	1514	46099	6753	3857	10730	499	39	0	0	0	0	Bacteria;Chloroflexi
AAB-S19R2_19	64.25	0.66	1022845	35.38	Partial	Bacteria;Patescibacteria;Paceibacteria;UBA9983;UBA11359_C	1500	16332	4174	2980	5490	245	49	1	0	2	0	Bacteria;Candidatus Taylorbacteria
AAB-S19R2_31	91.42	3.44	3555502	65.25	Near complete	Bacteria;Proteobacteria;Gammaproteobacteria;Steroidobacterales;Steroidobacteraceae;Bog-1198	1508	76795	8608	4711	16702	413	31	0	0	0	0	Bacteria;Proteobacteria;Gammaproteobacteria
